REVIEW_ID,RATING,YEAR_MONTH,REVIEWER_LOCATION,REVIEW_TEXT,BRANCH
130661880,1,2012-5,United States,"Went to Disney with very high expectations and it turned out to be one of our worst experiences ever.To start off just to buy the tickets it took us around close to one and a half hours.Later we saw that they had ticket counters near Disney Village and Walt Disney Studios park with absolutely no lines.They could have directed us to go to these other counters but oh! well we are in Paris no! so we had to get a taste of the rudeness.The wait time and lines to see each character was at least 60 minutes. They have a fast pass option but there was no one to tell us how to get the fast pass.When we found one that explained that we were already eligible for one,the people near the characters said they were done with fast pass for the day and wouldn't give no more.A little heads up at the ticketing counter would have taken care of this.We wanted to get on the train ride,the ushers there said that the train was not working & when we asked could they tell us when it would be functional they said they had no clue.Two hours later when we went back and asked them,they said the train rides for the day was done & it was just 4:45p:m and the train rides were supposed to end at 6p:m.They were endless queues everywhere.They totally suck at crowd management. Didn't think that Disney is so dysfunctional.All in all a terrible experience.Wasn't magical at all for my little boy who was crying when they said there were no train rides.Who cried again at not being able to meet the characters he really wanted to meet.Just wasted a lot of money and I will think a hundred times before I set foot on another Disney property.Seems like Disney is super confident that no matter what people will still go.But I am making sure that I will keep my family & friends away from this property.",Disneyland_Paris
440188203,5,2016-11,United Kingdom,"We spent our early magic hours in the park every morning and dedicated a full day here too. Having visited as a child a couple of times I wasn't sure how my 24 year old self would feel, and quite frankly, it was like a child!The park is truly magical. From the Christmas theming as you enter Main Street USA (to the **spoiler alert** magical snow in the street) they have truly brought the best of the season to life.Being out of season, the park was beautifully quiet. We managed to meet all the characters that we wanted to (we decided to forgo the Princess Pavillion due to the 2 hour wait time and leave that to the kiddos) but we met Chip and Dale, Donald Duck, Mickey Mouse, Jafar and Jack Skellington.Rides wise, the time of year meant that we barely queued. The longest queue we encountered in the Disneyland Park was for the Peter Pan's Flight (but we still managed to do that one twice!).My travelling companion is a seasoned Disney Park addict and has visited Florida a few times in the past few years and she commended the following rides as better than WDW:  Phantom Manor  Haunted Mansion  Peter Pan's Flight  Snow White  Pinocchio (doesn't exist in WDW).  It's a Small WorldOn top of that, we had a lot of  accidental  magic moments, including the Disney Christmas Wishes show and catching sight of Anna and Elsa at the end of a parade. We arrived back 3 days ago and I'm already looking for a good deal to visit next year!",Disneyland_Paris
213010145,4,2014-6,Singapore,"Disney.It delivers on all kid fronts, except the queues!The Disney experience is still in tact and a very good one at that.Tips   Take your own food and picnic in the parks.Take your own water and refill at the fountains. Get to the fast pass rides QUICK, they run out early.Closed on our visit   Space mountain, flying carpet. Ratatoullie was advertised everywhere as a new ride, but was not opening for another month!Be prepared to wait in long lines, choose the rides you really want to get on, don't get trapped into queuing for 45 minutes for an 'also ran' ...... nod to Dumbo.The studios are less busy, get there at 9.30 and you will be able to book your aerosmith fast pass, do the tram ride, RC racer and slinky dog in 2 hours.NOTE TO DISNEY  Guys, STOP charging for parking, seriously, what a buzz kill. Your guests have already spent hundreds of euros on the tickets, hotels and countless hours of travel, for you to charge me 15 Euros EACH DAY sucks. Hard.EACH DAY!?!?!Rant over.Enjoy yourselves.",Disneyland_Paris
439694977,5,2016-11,Saudi Arabia,A place where you forget everything but have fun. The people and the staff are all in a good mood that reflects on every one. Positive vibes from the moment you get close to the park and for a couple of days after you finish your visit.,Disneyland_Paris
439335059,5,2016-11,Ireland,Our visit to disneyland park was really good we had young and older children and the rides were really good there are some time waits for some the most i was waiting all time was 10 mins which is really good because before i was waiting 3 hours,Disneyland_Paris
159113737,2,2012-7,Indonesia,"I went here twice.Once I went at late August, the weather was perfect. I don't mind trying all the rides and queuing for them.Then I went in March, the weather was biting cold. Walking to and from attractions is a painful chore.In any weather, I can say that there's only 6 attractions that is worthwhile for adults. And in 8 hour streak, the lines can be so bad that I get only one ride in each of those attractions.I've dine inside and can say that I regret that decision. With the same money I've paid per person, I could've added another 5 star restaurant in the city to enjoy.",Disneyland_Paris
438761458,5,2016-11,United Kingdom,"Spotlessly clean. Great rides and shows. Some are closed for refurb but just goes to show there is investment. The Main Street night time show is fantastic. Music lasers, water jets, fireworks and films. Just a great place to take your family. Only issue was they allow smoking throughout the park. Sorry for a family destination it should be restricted to set areas and this enforced. ",Disneyland_Paris
100850925,3,2011-3,United Kingdom,"I visited Disneyland Paris 2 weeks after it first opened in 1992 and it was chaotic, but great fun. We also visited it again a couple of years later, when it had changed from Euro Disney to Disneyland Paris and apart from the staff being a LOT less friendly it was still good.But this time, oh dear! How run down it has all got! Broken paving all over the place, the HSE would shut this place down in a heartbeat if it was located in the UK. Algae growing over the rides, and the hard landscaping crumbling and poorly kept.Unlike California or Florida, there are absolutely no characters in the park, unless you count the machine gun carrying gendarmes ( Daddy, why are those men carrying machine guns? ). It was very cold, so we bought a  tigger suit  from one of the Disney shops for our 14 month old   he did look very cute and lots of people asked for a photo with him   that was the closest to any characters in the park that day!We're Disney junkies and have been to the 2 US parks many times. We know it's a machine to extract the maximum money, but the quid pro quo is that the park operators give you a really good Disney themed time. The magic is lacking at Disneyland Paris   it just feels like a run down theme park. If you can manage it go to Orlando or Anaheim   they are in an entirely different league.",Disneyland_Paris
148427394,3,2012-12,Belgium,"As a very frequent visitor (we must have been visiting Disneyland over 100 times by now since we have Dream passes for the past 10 12 years) we still enjoy visiting the park because of the general athmosphere. When you see the park for the first time, you will be impressed from many surprizing elements. Yet, we can only say that the exceptional nature of Disneyland is gradually disappearing. This is likely a result of the need for cost savings, made by Disney management. I the past there were great shows like  The Lion King ,  Mulan ,  Beauty and the Beast ,  Pocahontas ,...Apart from  Tarzan  which is a show that was still running last summer, all inside  shows  have been eliminated. Yet, this was probably one of the elements that could attract an audience of all ages. While today the rmaining attractions focus on small kids and on youngsters that like to sit in  fast  attractions. Also, some attractions inside (Peter Pan, Snowwhite, Pirates of the Carribean,...) are pretty dark and makes you miss the fine details which you could see in the first years of the park. Maybe this is done to limit the frightening effect for small children, but again this makes the park more and more and attraction for smaller children rather than for adults.Petty, but we still hope the great shows will come back one day. ",Disneyland_Paris
121783998,3,2011-12,United States,"I enjoyed the little differences between the original Disneyland and Disneyland Paris. Didn't like Disney Studios. Not worth the time or expense. Disney Village also similar to Downtown Disney in Anaheim but has a Planet Hollywood. Don't go on a weekend. We went on a week day in December and it was great. We went again on a weekend in the rain, thinking it wouldn't be busy. It was extremely busy and miserable.",Disneyland_Paris
437741727,5,2016-10,India,What an imagination that creates and make you grow younger.  Just enjoy every moment and not to run around look for better one..  Everything is best  Just enjoy and not to rush..  Have at least two days for Disney,Disneyland_Paris
214876543,5,2014-7,Ireland,"Loved it all   Magic at its best   there were some attractions closed when we were there in June 2014 however, we still found plenty to do",Disneyland_Paris
437542132,5,2016-11,United Kingdom,"I was given a three day trip as a birthday present by my sister and other half! One of my favourite places, and we had an amazing trip. It is always a magical holiday whenever I visit here, and even at 24 it hasn't changed! We stayed in the Santa Fey hotel, located on site. The hotel was nice and clean, not a long walk from the park but also the choice of a free bus which ran frequently which was a bonus! Breakfast included was nice, but only continental, it would have been nice to have a bit more choice! Nonetheless the Croissants were fresh and the food was good. The park was clean and tidy as it always is and the staff were friendly and always helpful! We received a pass for entering the park two hours early than official opening time, due to staying in the hotel which was a nice extra. A really good holiday but make sure you take enough spending money, because everything is expensive... which was expected! Only criticism, when we arrived we ask where to collect park tickets and queued for an hour with the general public when they were at our hotel! (It was now 10am and we had been up since 3am on little sleep!) Very frustrating but all forgotten when we got into the park! Amazing parades, fantastic Halloween decorations and an incredible atmosphere as always! ",Disneyland_Paris
172196246,5,2013-7,Australia,"We had a full fun & thrill packed 4 days at Disney Paris. This was the first time we ever visited a Disney park. The online offer for 144 quid deal for 4 days 2 parks helped saves us a fortune as I saw 2 days tickets sold for the same price from the gate. Pros: full fun packed break with beauty and thrilling rides like Indianan Jones, wonderful evening fireworks show and Disney parade at 7pm. Cons: queues, high priced restaurant meals, lack of information about technical issues and closing of rides without advanced notices.",Disneyland_Paris
152375092,5,2012-10,United Kingdom,Have been to Disneyland Paris 3 times in the last two years for our family holidays. Twice in February half term and once in October Half term. Travelling with a child who is autistic can be a very stressful experience as the slightest thing can upset him. Decided to be brave and go to Paris and it was FANTASTIC. Our son was entitled to a disabled pass which meant that we could go through the exit rides or collect a time for later. To be honest we found the park much quieter at February half term than October and we chose to travel there on Monday to Thursdays   avoiding the weekend rush. British tourist parks could learn a lot from Disney about how to manage a child with Autism. Generally our experience with theme parks in the UK have been difficult and unwelcoming for our son. Would definitely recommend Disney for a child with Autism. Well done Disney.,Disneyland_Paris
436735659,4,2016-7,United States,You have to go at least once  if you enjoy Disney.  The park is smaller than Disneyland in California but well worth a visit. The night laser show  and fireworks are phenomenal.  But like most Disney parks be prepared for long lines.,Disneyland_Paris
194767314,5,2014-2,United Kingdom,"We have been twice to Disney Paris. Our children loved it (like we did). Park is kept very clean, staff are friendly and helpful, parades are great to watch. Closing park show is well worth the wait. The park has something for all ages. Its a shame not all people respect the queuing to see the characters when they turn up about the park! It should be controlled better by the character's minders. ",Disneyland_Paris
127721985,5,2012-4,Romania,"We had a great time even if it was really crowded for a Monday, but it was the 2nd day when it was opened this year.The parades were great.For those wanting to visit there are a lot of promotions this year because of their anniversary.You need at least 2 3 days to cover it all but unfortunately we only had one.Still it was a blast :)",Disneyland_Paris
436224710,4,2016-11,United Kingdom,Had a great time. Would reccomend the Disney dreams show at the end of the day. Also the parade is great fun. The whole park can be done in a day.,Disneyland_Paris
436126972,4,2016-10,United States,"We love love love all things Disney and we had a great day in the park. I must admit that we were taken aback by some of the  un Disney  things that we experienced when comparing it to Disneyworld in Florida and Disneyland in California. SOOOOOOOOO MANY ATTRACTIONS WERE CLOSED! We knew that the Alice in Wonderland maze, Splash Mountain (yes, the entire island), the riverboats, etc were going to be closed for renovation, but when we were there other attractions were just broken! Crush's Coaster broke first thing in the morning temporarily, Pinocchio was temporarily broken, and the Phantom Manor (aka  Haunted Mansion) closed for repairs during the evening. Since it is in the area of Splash Mountain, there was no place to wait for it to be fixed. Literally that entire section of the park was closed and the employees made everybody leave the line and ushered us out of the attraction, closing the gate behind us. Other un Disney differences include no park photographers AT ALL, very few guests wearing Disney hats, no Mickey Mouse balloon sellers   Weird. The castle was AMAZING with Sleeping Beauty vignettes in stained glass, thorns and brambles climbing around (Just for Halloween??), and the dragon's lair under the castle. Its a Small World was longer and integrated many languages throughout. Pirates of the Caribbean was long and had two waterfalls. The Halloween parade and decorations were fun!",Disneyland_Paris
436034516,5,2016-10,Saudi Arabia,Yes we went there in Oct a family of 5 the park was decorated with the theem of Halloween every thing was very nice the rides the restaurants the castles it was too big to watch in one day must stay and visit at least for 2 days the staff was nice the arrangement was good. The kids enjoyed a lot.,Disneyland_Paris
172053115,5,2013-8,United Kingdom,Second visit to this park and it seems to have had a bit of renovation everywhere was spotlessly clean and the staff were all happy and friendly.We were lucky with the weather and at some times it almost felt like we were in Florida.It was very good and hope to be back again soon,Disneyland_Paris
119792735,3,2011-10,United Kingdom,"Quite compact and can easily be done in one day. When it is crowded the queues can be extremely long, use fast pass where possible. Lacks the sparkle of the Disney parks in the USA",Disneyland_Paris
163252001,5,2013-6,United Kingdom,"As regular visitors to Disney Paris I really can't speak more highly of the park. Staff are very helpful and couldn't do enough to assist. As we need special assistance, the facilities are mainly accessible and staff always take the trouble to ensure that we were looked after.",Disneyland_Paris
434885837,4,2016-11,United Kingdom,Took my 11 year old and 17 year old sons. We have been before 5 years ago and they both still enjoyed the rides and stunt shows however the queues are sometimes unbearable. If you don't mind queuing for an hour to go on the rides then it worth a visit.,Disneyland_Paris
188864326,5,2013-2,United Kingdom,"Had a wonderful trip here in February 2013 which was my second visit. It was snowing and even more magical than usual. Love both parks and enjoy all the merchandise and goodies available! We did get tickets via a groupon voucher which did make it much more affordable, but would go anyway.",Disneyland_Paris
434369062,3,2016-11,United Kingdom,"I personally would not visit again the queuing is rediculous Even with fast track, as you can only have one ticket at a time.There were no maps anywhere so if you hadn't seen the one little stand holding them, like us you would be wandering around aimlessly!Saw plenty of impatient children waiting at least 35 minutes for a ride",Disneyland_Paris
207837541,5,2013-6,United States,The park in itself is magical. You get two parks for the price of one (buy online for sure) plus transportation from Paris to the Park. Unfortunately it rained on us for a little bit but then the skies cleared up and we were able to enjoy the rest of the day. We celebrated my son's birthday there and we were able to skip the lines thanks to his birthday sticker that we got on Main street. That was a big plus. I have been here twice and many to the parks in the U.S. and I can't wait to visit the one in Tokyo.,Disneyland_Paris
434315161,4,2016-10,United Kingdom,"We prebooked our Disney Tickets with Attraction Tickets Direct only to discover on arrival at the park that they had sent us out of date tickets. This resulted in us having to buy more tickets directly from Disney, which took a lot of time and extra money. Once we had bought the tickets and got into the park, it was great. My 11 year old son loved all the big scary rides while I was happy to go the smaller rides with my young niece and nephew. The food and drink is a bit expensive and the queues for everything were crazy. Average wait time of 45 90 minutes for most rides but that may have been due to the time of year as it was really busy with Halloween. The fast passes aren't great, we used one and it said to come back 6 hours later, once you have 1 fast pass out, you can't get another.The parade at the end of the day is great, my advice would be to get down early so you have a good spot to watch it. ",Disneyland_Paris
433712862,5,2016-10,United Kingdom,"Disneyland is an excellent place to spend a n ice familly break. Really safe as you had to pass a few security check points, really clean, just spot on. Be aware, that 3 days might be not enough to see all atractions",Disneyland_Paris
433451695,3,2016-7,India,"Though I love almost everything about Disney and Disneyland, I will never ever visit Disneyland during summer. We had to wait about an hour for each ride attraction in the queues!",Disneyland_Paris
200049330,4,2014-4,United Kingdom,"There were a lot of attractions for all ages, but there were a few rides closed for refurbishment as well as some of the rides broke down quite a lot, especially the buzz lightyear ride! We hired a pushchair which was stolen towards the end of the day, which is not great when you have a $70 deposit to collect on it. One of the perks from staying in the disney hotel is that you can access the parks 2 hours before they open, however it later came to light that this was only the disneyland park and only areas. ",Disneyland_Paris
433045509,5,2016-3,United Kingdom,"We were all amazed at this holiday!! When we arrived we were greeted by the sound of mickeys voice and went to the Disney village. They had so many shops, some pricey and some were of a better value, they had every Disney thing you could ever want. When we got into the park it was massive and had lots of places to eat down Main Street, they even had a hair dressers. The Disneyland castle was a big attraction and you could even go inside and see sleeping beauty's dragon. There were so many rides and they were all magical, but you could be lining up for a few hours so your better of getting fast passes. The Disneyland hotel food was spectacular. The staff kept the children busy and were very friendly. Mickey came round to visit us when we were eating and so did many other characters. The hotel room was very posh and so was the pool. Even though it was the most expensive holiday yet it had been the best. We can't wait to go back again. ",Disneyland_Paris
432982702,5,2016-10,United Kingdom,"This is my second visit to Disneyland Paris in the rain, and my opinion is improving.Having been to Disneyland Florida I found, on my previous visit, that Disney's joy and not quite made it to Paris. This time though I found the park to be a good substitute for flying to Orlando, though not much cheaper!Top tip: take your own food (whatever the signs say about picnics) and use the water fountains to fill water bottles. It'll halve the cost of your day!Disney in Paris has most (but not all) of the rides and attractions from Florida and some of them are enhanced (Space Mountain, Pirates of the Caribbean) and the staff are welcoming and helpful, in English or French.We stayed in Paris (only 30 minutes away) so no comment on the on site accommodation.You get two parks for the price of one, but there really isn't much in the Movie park except the best two rides   Tower of Terror and Rock and Rollercoaster. Head over to the Movie park when you arrive and grab a fast pass for the Tower of Terror when you arrive and then go back to the main park unti it's ready   could be way into the afternoon.Over all, good for a day's fun   I couldn't imagine spending more than a (long) full day though.",Disneyland_Paris
147121535,5,2012-12,United Kingdom,"Love, loved loved it!!!! So want to go back, took all tips off this site and we had an amazing five days, canny wait to go back,.",Disneyland_Paris
159731830,3,2013-5,United Kingdom,"What a let down! The worst visit to this park since it opened and there have been plenty. I have been to all existing Disney parks   California, Florida, Hong Kong, Tokyo and Paris. Having been and enjoyed a birthday tea party four years ago it would have been nice to do the same again but they have stopped doing the tea party and only have on offer more expensive options which are too expensive when travelling as a family of 8. Let's hope the new park in China will be better when it opens in a couple of years.",Disneyland_Paris
126646544,2,2012-3,United Kingdom,We found that the studios tour parc was so much better for our family than the main park. The Hollywood Hotel ride was great and the studio stunts tour was really good and we sepnt a good day in that parc. The other parc aart from the wow factor of main street looking like oldie world USA the main parc was so geared towards little kids and my kids were a bit bored by it. I can not believe what people will a. queue for b. pay for. 7.50 euro for a balloon and queueing to have a photo with minnie mouse! I was very surprised that the characters were not walking around the park. My best advice is DO NOT try leaving the aprk after the 5pm parade it is a scrum and well worth sitting and waiting until it empties a bit. I do not recommend anyone with children older than 10 yrs to go here Alton towers or chessington would be far better. Pack drinks and snacks and eat them in the very long queues. The fast pass is only on a very few rides.,Disneyland_Paris
432022972,5,2016-10,Netherlands,"Walking into this park always gives a happy feeling...How it looks, the characters, the music...Always a happy vibe here! We were there for 4 days, and its to short...even if you have seen and done all the attractions and shows, just walking around there is fun. The show at night is Magic! My 2 year old met some characters for the first time, and at first she was a bit scared, but with Stitch, it all changed...he was so sweet and funny...she even hugged him. Later she met Mickey, and after that she was sold...Mickey is her best friend now...:) Would i visit this park again? Oh yes!",Disneyland_Paris
140101078,3,missing,United Kingdom,Just visited Disneyland Paris the 3 star is only because of the smiles on my 3 years old face. Stopped in Newport bay hotel which is miles better than the Santa fe but very tired. The extra hours are a waste of time so few rides open and only one park open. Too many rides for young children closed all the older ones were open. Characters not around enough. Too many rude people pushing in. Disney letting people spend 5 mins with characters taking several Photos. Ride broke down whilst on it and got clothes dirty getting off. No where to eat. All popcorn stands etc closed. Studios closed too early. All shops the same. All exits closed so Disney making you walk out of your way to get in and out. Security guard urinating in public view. Not what you expect from Disney.,Disneyland_Paris
4050924,4,missing,United Kingdom,"I visited DLP with 3 boys aged 8, 10 and 12. They had a really great time. They particularly enjoyed all of the  big thrills  rides ( 8 year old was too short for Indiana Jones), also the car stunt show, Armageddon and Pirates of the Caribbean. Several of the Studio attractions had prohibitively long queues, even though we arrived well before opening time.It is definitely worth getting a fast pass for Big Thunder Mountain which is a very popular ride with a height restriction of 102cm and a very low age limit  meaning everyone can go on it!! It is no fun queueing in fairly cramped conditions for 50 mins . Peter Pan (which my sons thought was rubbish!) also has very long queues so fast pass essential.Food inside DLP was awful and overpriced. I recommend taking a picnic from your hotel breakfast and eating in the lovely picnic area ( sheltered areas provided), or buying a nice baguette from the RER station.My biggest moan would be that the attractions dont feature recent or even recognisable Disney characters  even I havent seen Alice in Wonderland  my boys had no idea what it was!! Where was Buzz Lightyear, Woody, anyone from Monsters inc, Atlantis, etc etc.? No good having a parade of baddies if children dont know who they are!Quite a few attractions were seasonally closed, but Hallowe'en was in full swing. Entry prices are actually quite reasonable compared to say Blackpool Pleasure Beach, or Alton Towers in the UK. Two or three days is long enough to comprehensively do both studios and park. Disney Village had queues to rival the park!!",Disneyland_Paris
139043814,4,missing,United Kingdom,"We'd never been to any Disney parks before. The brochures and marketing build high expectations about the atmosphere and fun on offer which, if I'm honest, I was pretty sceptical about. However, our family of 4 all really enjoyed it, each appreciating different aspects. We stayed at an on site hotel so were able to use Extra Magic Hours which contributed a lot to our enjoyment as we got a lot of the rides done before the queues got long (and some of them really are looooooong by mid morning and for the rest of the day, signs stating 80 minutes were not unusual this week). Our 6 year old's favourite (also mum's) was Big Thunder Mountain while our 3 year old loved Buzz Lightyear's Laser Blast. The whole Fantasyland area was also popular. There are many cafe and restaurant choices at different levels. All are expensive for what they are but we prepared ourselves for that so didn't get wound up about it. We ate at Agrabah and Blue Lagoon within the park and were happy with the meals at both. Unlike most other theme parks we have visited, it's clear that a lot of thought and expense has gone into the total park and into building large atmospheric, themed areas. It's not just a collection of rides. In our 4 days, we spent about 3 times longer in this park than we did in the Studios park next door, probably mainly because of this holistic atmosphere which we did not detect at all in the Studios. The Parades were fun, although, for the kids sake, we didnt see the need for the Fantillusion parade and Dreams show to be quite so late (10:20 and 11pm) when darkness had fallen considerably earlier. All in all, a very good experience unlike anywhere else we've ever been. ",Disneyland_Paris
205271353,5,2013-7,Netherlands,"I've been countless times since the opening in 1992,and am still mesmerized when I enter the pard for the first time when I visit,it just feels like coming home,letting your inner child out,and just have fun,these parks and its crowds can be daunting,so I always feel a good preparation is recommended,make sure you understand what a fastpas is and how it works,that (if you stay in a Disney hotel) you get up early to make use of early morning magic (2 hours of Discoveryland and fantasyland, without queues!!And if you'd like to eat your diner sitting down, make sure you figure out beforehand which restaurant and price tag has your interest and make reservations!! However busy the parks are, I always manage to work around the big crowds.I do hope they will bring back a night time parade,and a big show in the Disneyland park,even if it is Tarzan again ,there are few tot none shows in the main park these days.Then again , the nighttime show Dreams is a ma zing,just be careful not to sit or stand behind someone who plans to film the thing with an Ipad.. it's like someone is holding up a flatscreen tv in front of your face.. not fun.Looking forward to the new Ratatouille attraction this summer!!!",Disneyland_Paris
